,Date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,ID
23537,2015-11-13,15.8,21.5,0.0,5.8,10.8,E,43.0,ESE,E,26.0,24.0,51.0,52.0,1020.0,1018.0,1.0,6.0,18.8,19.0,No,No,23538
23538,2015-11-14,16.5,22.2,0.0,6.8,10.4,ENE,41.0,NE,ENE,24.0,28.0,66.0,71.0,1017.7,1015.5,1.0,6.0,21.1,21.3,No,No,23539
23539,2015-11-15,18.5,22.8,1.0,6.0,3.4,NNE,46.0,NNE,NNE,24.0,19.0,80.0,92.0,1014.5,1012.2,7.0,6.0,21.2,20.6,No,Yes,23540
23540,2015-11-16,19.5,23.5,3.0,2.6,4.0,N,57.0,N,NW,26.0,24.0,86.0,91.0,1011.3,1010.3,6.0,7.0,22.5,21.4,Yes,Yes,23541
23541,2015-11-17,17.7,19.6,1.2,4.0,3.5,SSE,48.0,SE,SE,22.0,22.0,98.0,74.0,1014.3,1014.4,7.0,6.0,17.7,19.3,Yes,No,23542
23542,2015-11-18,15.1,20.7,0.4,4.4,5.8,S,43.0,SSE,SSE,22.0,24.0,49.0,67.0,1018.9,1017.5,2.0,7.0,18.5,18.1,No,No,23543
23543,2015-11-19,15.7,21.5,0.0,5.2,8.9,S,28.0,SE,ESE,17.0,13.0,55.0,48.0,1019.9,1018.3,4.0,2.0,19.7,20.5,No,No,23544
23544,2015-11-20,14.9,21.9,0.0,5.4,10.2,ESE,28.0,SSE,ESE,13.0,11.0,60.0,62.0,1021.5,1018.9,1.0,1.0,19.9,20.6,No,No,23545
23545,2015-11-21,15.2,22.5,0.0,5.6,12.5,WNW,37.0,NW,WNW,19.0,22.0,64.0,63.0,1018.9,1016.0,1.0,4.0,20.3,21.8,No,No,23546
23546,2015-11-22,18.4,23.2,0.0,6.4,9.7,NW,35.0,NW,WNW,20.0,22.0,75.0,77.0,1017.4,1015.9,3.0,4.0,21.4,21.9,No,No,23547
23547,2015-11-23,19.0,24.8,0.0,5.6,9.9,WNW,28.0,NNW,W,11.0,17.0,68.0,54.0,1019.0,1017.4,4.0,1.0,22.5,24.0,No,No,23548
23548,2015-11-24,18.6,24.5,0.0,5.2,7.6,ENE,31.0,ENE,ENE,19.0,13.0,75.0,77.0,1019.2,1018.4,1.0,7.0,23.3,22.1,No,No,23549
23549,2015-11-25,19.2,24.5,0.0,4.4,11.2,ENE,35.0,NNE,ESE,15.0,20.0,68.0,64.0,1020.4,1019.5,1.0,1.0,22.5,23.3,No,No,23550
23550,2015-11-26,19.4,24.6,0.0,6.2,11.6,NE,37.0,NE,ENE,24.0,17.0,68.0,69.0,1019.5,1017.5,1.0,5.0,23.5,23.6,No,No,23551
23551,2015-11-27,18.8,24.9,0.0,6.2,4.0,ENE,31.0,NNE,SSW,15.0,9.0,82.0,90.0,1016.5,1014.6,5.0,6.0,23.2,22.6,No,Yes,23552
23552,2015-11-28,20.5,26.5,10.8,2.8,8.4,W,22.0,W,SSW,15.0,7.0,77.0,77.0,1017.2,1016.2,1.0,3.0,24.0,23.6,Yes,Yes,23553
23553,2015-11-29,19.9,24.8,1.8,4.2,6.3,ENE,31.0,NNE,NE,17.0,19.0,77.0,78.0,1018.8,1018.1,7.0,7.0,23.5,23.4,Yes,No,23554
23554,2015-11-30,20.7,25.0,0.0,3.8,11.4,ENE,44.0,NE,ENE,24.0,28.0,71.0,71.0,1020.9,1019.8,2.0,2.0,24.6,24.3,No,No,23555
23555,2015-12-01,19.7,25.2,0.0,6.8,10.0,ENE,41.0,ENE,ENE,30.0,28.0,61.0,67.0,1022.6,1021.5,1.0,2.0,24.2,24.1,No,No,23556
23556,2015-12-02,19.3,24.8,0.6,7.2,10.1,ENE,48.0,E,E,30.0,31.0,66.0,61.0,1022.0,1019.7,6.0,1.0,22.3,23.3,No,No,23557
23557,2015-12-03,18.1,24.7,0.6,6.8,5.2,ENE,31.0,ENE,ENE,19.0,15.0,66.0,67.0,1019.9,1018.2,6.0,7.0,23.1,22.7,No,Yes,23558
23558,2015-12-04,18.8,23.5,1.6,5.6,1.7,ENE,39.0,ENE,ENE,17.0,20.0,64.0,71.0,1019.4,1017.4,7.0,7.0,22.6,22.2,Yes,No,23559
23559,2015-12-05,19.2,24.5,0.4,3.4,9.8,ENE,35.0,ENE,E,24.0,22.0,62.0,66.0,1019.0,1017.0,5.0,2.0,23.1,22.3,No,No,23560
23560,2015-12-06,17.1,24.3,0.0,5.8,6.4,ENE,33.0,ESE,NE,19.0,15.0,64.0,68.0,1018.1,1016.2,3.0,4.0,23.8,22.3,No,No,23561
23561,2015-12-07,18.1,25.2,0.0,4.6,12.6,W,31.0,WNW,W,13.0,19.0,68.0,65.0,1017.6,1016.2,1.0,2.0,23.0,24.2,No,Yes,23562
23562,2015-12-08,18.1,24.2,1.6,6.4,11.4,SSE,37.0,SSE,SSE,24.0,22.0,62.0,54.0,1019.4,1018.6,1.0,1.0,22.3,23.3,Yes,No,23563
23563,2015-12-09,17.6,22.9,0.0,7.8,10.2,ESE,33.0,SE,SE,20.0,20.0,50.0,50.0,1022.4,1021.2,2.0,5.0,22.1,21.8,No,No,23564
23564,2015-12-10,17.8,23.2,0.0,8.0,7.8,ENE,39.0,E,NE,20.0,15.0,46.0,49.0,1020.8,1019.5,6.0,3.0,22.2,21.0,No,No,23565
23565,2015-12-11,16.4,24.6,0.0,4.6,4.9,NE,31.0,NE,NW,15.0,17.0,55.0,57.0,1017.5,1015.7,7.0,7.0,21.8,22.3,No,No,23566
23566,2015-12-12,19.1,25.2,0.0,5.2,7.6,NNE,37.0,NNE,NE,15.0,20.0,69.0,72.0,1015.9,1014.0,7.0,7.0,22.9,22.9,No,No,23567
23567,2015-12-13,20.3,23.1,0.4,4.4,0.0,NNE,31.0,NE,ESE,20.0,15.0,75.0,89.0,1015.7,1014.8,8.0,8.0,22.6,21.3,No,Yes,23568
23568,2015-12-14,19.1,24.6,13.6,2.6,6.2,E,39.0,E,E,13.0,24.0,79.0,82.0,1015.7,1014.6,7.0,7.0,22.4,22.0,Yes,Yes,23569
23569,2015-12-15,18.4,20.4,11.4,6.2,0.0,ESE,41.0,ESE,ESE,22.0,20.0,87.0,84.0,1014.9,1013.7,7.0,7.0,19.5,20.1,Yes,Yes,23570
23570,2015-12-16,18.0,23.1,7.8,3.4,3.9,SE,37.0,ESE,ESE,22.0,20.0,79.0,59.0,1014.2,1012.7,8.0,6.0,19.4,21.3,Yes,No,23571
23571,2015-12-17,18.0,23.0,0.0,4.8,5.7,SSE,39.0,SE,SSE,17.0,22.0,57.0,62.0,1012.6,1011.4,7.0,3.0,20.4,21.6,No,No,23572
23572,2015-12-18,17.4,22.6,0.0,6.6,10.8,SSE,43.0,SSE,SSE,19.0,28.0,57.0,53.0,1013.2,1011.9,7.0,6.0,20.2,21.9,No,No,23573
23573,2015-12-19,17.9,22.9,0.0,7.2,10.8,SSE,39.0,SE,SSE,24.0,24.0,46.0,53.0,1017.2,1017.0,1.0,1.0,21.2,21.9,No,No,23574
23574,2015-12-20,18.1,24.3,0.0,7.6,11.3,E,39.0,ESE,E,26.0,20.0,59.0,64.0,1022.0,1021.7,2.0,7.0,21.9,22.2,No,No,23575
23575,2015-12-21,18.1,24.1,0.0,8.0,11.0,ENE,37.0,E,E,22.0,26.0,58.0,61.0,1023.2,1021.5,7.0,3.0,22.0,22.2,No,No,23576
23576,2015-12-22,17.2,24.4,0.0,6.0,6.8,NNE,33.0,E,E,15.0,17.0,58.0,67.0,1019.7,1017.1,2.0,3.0,22.5,22.1,No,No,23577
23577,2015-12-23,17.3,24.4,0.0,4.8,6.8,E,28.0,ENE,E,13.0,17.0,56.0,59.0,1016.0,1014.4,2.0,4.0,23.1,22.0,No,No,23578
23578,2015-12-24,17.2,24.0,0.0,5.0,5.5,ENE,28.0,NE,NE,13.0,9.0,57.0,63.0,1015.7,1013.8,2.0,7.0,23.5,21.7,No,No,23579
23579,2015-12-25,17.3,24.6,0.0,2.4,11.2,,,E,ESE,17.0,20.0,61.0,55.0,1016.3,1015.3,2.0,2.0,23.3,23.0,No,No,23580
23580,2015-12-26,19.0,23.9,0.8,6.4,10.8,E,48.0,E,E,28.0,28.0,73.0,60.0,1018.0,1017.6,5.0,3.0,21.3,23.7,No,No,23581
23581,2015-12-27,19.4,24.6,0.0,7.0,8.1,ENE,44.0,E,E,31.0,28.0,72.0,68.0,1018.0,1015.7,6.0,3.0,22.8,23.6,No,No,23582
23582,2015-12-28,19.6,23.9,0.8,5.8,3.9,ENE,46.0,ENE,ENE,30.0,24.0,77.0,74.0,1014.7,1012.2,7.0,7.0,22.3,22.4,No,No,23583
23583,2015-12-29,19.2,23.9,0.0,5.2,4.5,NE,33.0,NE,NNE,20.0,13.0,62.0,66.0,1008.2,1005.7,7.0,8.0,22.7,22.4,No,Yes,23584
23584,2015-12-30,18.0,19.6,10.8,5.0,0.0,SE,61.0,ESE,ESE,9.0,17.0,91.0,91.0,1002.2,1000.7,8.0,8.0,18.7,18.0,Yes,Yes,23585
23585,2015-12-31,17.0,22.7,61.0,,2.5,ESE,81.0,ESE,ESE,39.0,24.0,89.0,95.0,997.4,996.7,8.0,8.0,19.6,20.6,Yes,Yes,23586
23586,2016-01-01,18.8,24.8,34.4,7.6,9.5,NE,70.0,N,N,24.0,26.0,89.0,79.0,1000.6,1001.7,7.0,3.0,21.2,24.1,Yes,No,23587
23587,2016-01-02,20.2,25.6,0.0,5.0,12.0,N,30.0,WNW,WNW,15.0,17.0,73.0,64.0,1005.7,1004.2,1.0,1.0,23.4,24.7,No,Yes,23588
23588,2016-01-03,20.0,25.6,2.8,5.8,12.5,W,26.0,WSW,W,11.0,15.0,66.0,75.0,1007.4,1006.5,1.0,6.0,23.6,24.1,Yes,No,23589
23589,2016-01-04,18.7,25.1,0.0,6.2,8.0,SSE,28.0,SE,SE,11.0,15.0,84.0,74.0,1011.1,1010.0,3.0,4.0,22.9,24.7,No,Yes,23590
23590,2016-01-05,19.6,25.2,3.6,4.0,7.7,SE,37.0,ESE,SE,22.0,24.0,67.0,70.0,1013.1,1011.3,3.0,3.0,22.9,23.7,Yes,Yes,23591
23591,2016-01-06,19.6,24.5,1.8,5.8,0.3,NE,50.0,NE,ENE,9.0,28.0,92.0,88.0,1012.5,1011.5,8.0,8.0,22.8,24.1,Yes,Yes,23592
23592,2016-01-07,21.9,24.7,2.0,3.0,,,,NE,NNE,24.0,20.0,96.0,91.0,1012.6,1010.7,8.0,7.0,22.6,24.0,Yes,Yes,23593
23593,2016-01-08,20.7,25.7,8.8,2.4,8.6,W,37.0,,WNW,,24.0,,81.0,,1009.0,,7.0,,24.8,Yes,Yes,23594
23594,2016-01-09,20.6,24.3,1.8,4.8,6.2,SSW,37.0,S,SSW,15.0,17.0,88.0,77.0,1012.9,1012.5,7.0,7.0,22.0,22.5,Yes,No,23595
23595,2016-01-10,19.9,24.7,0.6,5.2,6.8,SE,35.0,SSE,SE,17.0,22.0,92.0,70.0,1015.2,1013.8,7.0,6.0,20.2,23.2,No,No,23596
23596,2016-01-11,20.0,22.0,0.4,5.0,0.0,SE,41.0,ESE,ESE,22.0,22.0,92.0,98.0,1014.7,1012.9,7.0,8.0,20.6,20.6,No,Yes,23597
23597,2016-01-12,19.5,23.2,35.2,4.2,0.0,ESE,37.0,SE,SE,22.0,20.0,96.0,90.0,1014.0,1013.4,8.0,8.0,21.9,22.4,Yes,No,23598
23598,2016-01-13,20.6,24.0,1.0,2.2,3.2,SSE,35.0,S,SSE,20.0,19.0,87.0,76.0,1017.6,1017.1,7.0,7.0,22.0,23.0,No,No,23599
23599,2016-01-14,20.0,24.3,0.0,3.0,10.4,SE,35.0,SE,SE,19.0,19.0,67.0,67.0,1019.8,1019.1,6.0,3.0,22.6,22.8,No,No,23600
23600,2016-01-15,20.4,24.7,0.0,6.4,12.5,SE,31.0,ESE,SE,17.0,17.0,66.0,60.0,1018.9,1015.7,1.0,1.0,23.7,23.7,No,No,23601
23601,2016-01-16,19.6,24.9,0.0,6.2,7.5,S,39.0,SSE,S,19.0,20.0,59.0,67.0,1015.5,1013.0,3.0,7.0,23.1,22.9,No,No,23602
23602,2016-01-17,20.1,24.2,0.0,8.0,5.4,SSW,52.0,S,SSW,28.0,31.0,74.0,70.0,1011.2,1010.8,7.0,6.0,22.4,22.9,No,No,23603
23603,2016-01-18,18.9,23.5,0.0,7.0,12.0,SSW,35.0,SW,SW,17.0,20.0,56.0,54.0,1013.3,1012.8,5.0,1.0,21.6,22.6,No,No,23604
23604,2016-01-19,17.2,24.7,0.0,6.2,9.9,S,31.0,SW,SSE,9.0,19.0,59.0,71.0,1015.7,1014.4,6.0,6.0,22.5,22.1,No,No,23605
23605,2016-01-20,18.4,25.1,0.0,5.6,12.1,SE,43.0,SE,SE,20.0,26.0,66.0,69.0,1016.2,1014.6,6.0,6.0,23.3,23.0,No,Yes,23606
23606,2016-01-21,19.8,26.2,5.8,6.2,6.8,SSE,46.0,E,E,24.0,30.0,88.0,80.0,1014.6,1013.9,7.0,7.0,24.0,25.1,Yes,Yes,23607
23607,2016-01-22,21.8,25.9,3.6,6.0,7.6,ENE,46.0,E,ESE,22.0,24.0,78.0,82.0,1016.6,1015.2,4.0,4.0,24.4,24.0,Yes,No,23608
23608,2016-01-23,20.8,25.3,0.2,5.0,10.8,E,39.0,ENE,E,28.0,24.0,75.0,74.0,1015.0,1013.3,2.0,3.0,23.5,23.3,No,No,23609
23609,2016-01-24,21.0,26.6,0.6,3.8,5.7,ENE,37.0,NE,ENE,24.0,22.0,87.0,88.0,1013.3,1012.3,7.0,7.0,23.8,24.3,No,No,23610
23610,2016-01-25,21.2,26.4,0.6,3.4,7.3,ENE,31.0,NNE,ENE,15.0,17.0,78.0,74.0,1014.0,1012.8,7.0,7.0,24.4,25.3,No,Yes,23611
23611,2016-01-26,21.7,25.0,26.6,6.4,0.1,NE,31.0,E,N,9.0,7.0,96.0,86.0,1013.0,1012.2,8.0,7.0,21.9,23.2,Yes,Yes,23612
23612,2016-01-27,20.5,25.5,6.6,2.4,6.7,WNW,41.0,NW,W,13.0,17.0,77.0,73.0,1011.7,1010.4,8.0,7.0,24.0,23.3,Yes,No,23613
23613,2016-01-28,19.7,26.2,0.0,3.8,9.1,SSE,22.0,ENE,SSW,4.0,13.0,69.0,68.0,1011.4,1010.7,4.0,1.0,25.5,25.2,No,No,23614
23614,2016-01-29,19.8,26.4,0.6,3.8,10.6,SE,20.0,SE,SE,9.0,13.0,75.0,71.0,1013.1,1012.3,4.0,1.0,25.1,25.6,No,No,23615
23615,2016-01-30,20.9,27.5,0.0,5.0,11.5,WNW,28.0,NW,WNW,13.0,11.0,78.0,69.0,1016.0,1014.4,2.0,3.0,25.3,26.6,No,No,23616
23616,2016-01-31,21.6,27.9,0.0,5.4,8.5,W,19.0,WNW,ENE,13.0,7.0,81.0,75.0,1015.7,1013.9,6.0,5.0,25.0,25.8,No,No,23617
23617,2016-02-01,22.6,27.9,0.0,5.2,5.2,NNE,28.0,NNE,NNE,15.0,13.0,79.0,76.0,1014.8,1012.5,7.0,7.0,25.4,25.9,No,Yes,23618
23618,2016-02-02,23.5,27.1,3.8,3.0,1.9,NE,39.0,N,NNE,11.0,17.0,86.0,80.0,1013.5,1011.8,7.0,8.0,24.6,25.5,Yes,Yes,23619
23619,2016-02-03,21.2,26.1,37.2,7.0,0.6,N,39.0,N,NNE,17.0,15.0,85.0,91.0,1010.6,1008.1,7.0,8.0,25.5,24.6,Yes,Yes,23620
23620,2016-02-04,21.0,25.3,73.8,,3.6,NNE,61.0,NNE,W,30.0,26.0,97.0,77.0,1003.9,1001.3,8.0,1.0,22.1,24.8,Yes,Yes,23621
23621,2016-02-05,21.8,26.4,21.0,3.4,8.6,WNW,39.0,WNW,WNW,20.0,22.0,79.0,74.0,1003.7,1002.9,7.0,7.0,24.9,25.5,Yes,No,23622
23622,2016-02-06,22.9,26.2,0.0,4.2,10.8,W,48.0,WNW,W,24.0,31.0,78.0,80.0,1003.2,1001.5,3.0,4.0,25.0,25.0,No,Yes,23623
23623,2016-02-07,21.7,26.0,2.2,6.0,8.2,SW,37.0,SW,SW,19.0,20.0,73.0,76.0,1006.9,1005.4,3.0,6.0,24.6,24.4,Yes,No,23624
23624,2016-02-08,22.4,26.3,0.0,5.6,9.8,WSW,37.0,WSW,WSW,22.0,24.0,79.0,77.0,1006.1,1004.1,3.0,2.0,25.1,25.6,No,No,23625
23625,2016-02-09,22.0,26.3,0.4,5.4,11.9,W,41.0,WSW,WSW,20.0,19.0,88.0,73.0,1003.2,1002.1,6.0,4.0,23.6,25.6,No,Yes,23626
23626,2016-02-10,20.7,26.1,1.4,5.4,8.2,E,41.0,ESE,ESE,20.0,22.0,87.0,85.0,1006.0,1005.7,7.0,6.0,23.8,23.9,Yes,Yes,23627
23627,2016-02-11,21.9,25.4,11.6,5.4,4.6,E,50.0,E,E,31.0,22.0,85.0,79.0,1010.8,1010.2,6.0,8.0,23.6,24.5,Yes,No,23628
23628,2016-02-12,21.9,26.0,0.4,5.2,6.4,E,54.0,E,E,22.0,30.0,82.0,84.0,1012.2,1009.9,6.0,7.0,24.4,24.9,No,Yes,23629
23629,2016-02-13,22.6,24.2,2.6,4.6,0.0,E,57.0,E,E,31.0,30.0,85.0,89.0,1010.6,1008.6,8.0,8.0,23.7,24.1,Yes,Yes,23630
23630,2016-02-14,22.9,24.2,2.4,2.0,0.0,E,56.0,E,ENE,33.0,33.0,91.0,98.0,1007.7,1005.7,8.0,8.0,23.6,23.7,Yes,Yes,23631
23631,2016-02-15,22.9,25.3,43.8,5.4,0.0,ENE,56.0,ENE,ENE,33.0,17.0,96.0,95.0,1007.9,1006.8,8.0,8.0,23.7,24.0,Yes,Yes,23632
23632,2016-02-16,23.3,26.1,6.6,1.8,1.5,NNE,52.0,NE,NE,19.0,24.0,84.0,88.0,1007.9,1006.0,7.0,8.0,25.0,23.4,Yes,Yes,23633
23633,2016-02-17,22.7,27.3,15.2,3.6,4.1,NNW,48.0,NNE,NW,24.0,19.0,88.0,83.0,1005.0,1004.1,7.0,7.0,25.0,25.6,Yes,Yes,23634
23634,2016-02-18,22.4,25.8,7.0,3.8,0.3,SE,22.0,SE,SE,13.0,9.0,92.0,89.0,1008.4,1007.9,8.0,7.0,23.5,24.3,Yes,Yes,23635
23635,2016-02-19,22.3,25.3,4.2,1.6,1.6,ESE,33.0,ESE,SE,13.0,15.0,92.0,86.0,1013.9,1013.5,8.0,7.0,22.8,24.3,Yes,Yes,23636
23636,2016-02-20,22.7,27.0,2.6,2.4,,E,39.0,ESE,E,19.0,24.0,88.0,82.0,1017.1,1016.5,7.0,5.0,24.5,24.6,Yes,No,23637
23637,2016-02-21,22.4,25.9,0.0,4.8,7.3,ESE,44.0,ESE,ESE,22.0,24.0,76.0,71.0,1019.4,1017.8,4.0,5.0,25.3,24.9,No,Yes,23638
23638,2016-02-22,21.6,24.4,1.4,4.8,2.3,SE,43.0,SE,SE,28.0,26.0,75.0,88.0,1018.9,1016.2,7.0,7.0,22.7,21.6,Yes,Yes,23639
23639,2016-02-23,20.6,25.6,4.6,5.0,11.4,ESE,48.0,ESE,ESE,24.0,22.0,68.0,69.0,1015.3,1012.6,3.0,3.0,23.5,24.6,Yes,No,23640
23640,2016-02-24,21.4,26.0,0.0,6.6,4.9,E,56.0,ESE,ESE,31.0,31.0,74.0,75.0,1013.2,1011.7,6.0,7.0,23.5,23.5,No,No,23641
23641,2016-02-25,22.1,24.8,0.0,5.8,1.5,E,85.0,ESE,ESE,31.0,35.0,78.0,79.0,1012.3,1007.5,7.0,8.0,23.0,23.0,No,Yes,23642
23642,2016-02-26,22.0,26.4,20.8,7.6,3.0,ENE,89.0,NE,NE,31.0,31.0,87.0,84.0,1008.4,1009.3,7.0,6.0,24.7,25.0,Yes,No,23643
23643,2016-02-27,23.1,26.5,0.0,4.0,0.5,NE,48.0,NE,NE,20.0,20.0,89.0,91.0,1015.2,1014.2,8.0,8.0,24.5,23.7,No,Yes,23644
23644,2016-02-28,22.3,26.1,1.8,3.6,9.1,NE,50.0,NE,NE,28.0,28.0,81.0,80.0,1016.6,1014.7,3.0,7.0,24.8,25.1,Yes,No,23645
23645,2016-02-29,22.6,27.0,1.0,4.8,4.6,N,44.0,NNE,WNW,20.0,13.0,88.0,78.0,1015.8,1014.2,7.0,7.0,24.6,25.6,No,Yes,23646
23646,2016-03-01,22.1,24.8,3.8,3.6,0.0,SSE,33.0,W,SW,6.0,9.0,90.0,90.0,1016.9,1015.6,8.0,8.0,22.9,22.9,Yes,Yes,23647
23647,2016-03-02,20.9,24.9,10.0,1.2,3.0,SE,41.0,ESE,ESE,22.0,22.0,78.0,70.0,1019.4,1018.2,7.0,7.0,22.1,23.1,Yes,No,23648
23648,2016-03-03,19.8,25.4,0.0,5.0,11.4,E,39.0,ESE,ESE,20.0,17.0,64.0,61.0,1020.2,1018.5,2.0,1.0,24.4,24.1,No,No,23649
23649,2016-03-04,20.1,26.3,0.0,5.6,,E,39.0,E,ESE,28.0,20.0,73.0,73.0,1020.7,1018.1,4.0,5.0,24.4,24.4,No,Yes,23650
23650,2016-03-05,20.8,25.6,2.2,5.2,9.3,SE,41.0,ESE,SE,22.0,26.0,73.0,72.0,1020.9,1018.8,1.0,3.0,24.0,24.4,Yes,No,23651
23651,2016-03-06,20.8,26.0,1.0,6.2,8.5,E,46.0,E,E,26.0,30.0,85.0,81.0,1020.5,1019.7,6.0,3.0,23.7,24.4,No,No,23652
23652,2016-03-07,21.7,26.6,0.0,5.4,9.7,E,35.0,ESE,ESE,17.0,19.0,80.0,78.0,1021.8,1020.1,3.0,3.0,23.8,24.2,No,No,23653
23653,2016-03-08,22.0,26.4,0.0,4.0,6.5,E,35.0,E,E,19.0,24.0,83.0,82.0,1022.4,1021.2,6.0,7.0,24.5,24.4,No,No,23654
23654,2016-03-09,21.9,25.7,0.0,4.0,5.4,E,44.0,E,E,26.0,28.0,77.0,73.0,1024.2,1022.4,6.0,3.0,24.3,24.0,No,No,23655
23655,2016-03-10,21.2,24.8,0.8,3.8,3.0,E,37.0,E,E,22.0,22.0,77.0,78.0,1023.7,1021.2,7.0,7.0,24.1,23.6,No,No,23656
23656,2016-03-11,22.1,25.4,0.0,2.8,1.1,E,41.0,E,E,24.0,24.0,84.0,84.0,1021.0,1019.6,7.0,7.0,23.5,23.5,No,No,23657
23657,2016-03-12,21.8,25.9,0.2,3.0,10.9,E,46.0,E,E,28.0,30.0,69.0,71.0,1022.1,1019.9,5.0,3.0,24.1,24.2,No,No,23658
23658,2016-03-13,20.5,26.8,0.6,6.4,6.5,E,52.0,E,ENE,26.0,31.0,73.0,78.0,1021.3,1019.2,6.0,7.0,25.3,24.4,No,Yes,23659
23659,2016-03-14,19.8,24.4,3.0,6.2,0.3,E,44.0,ENE,ENE,26.0,22.0,98.0,76.0,1018.6,1015.8,8.0,8.0,20.4,22.8,Yes,Yes,23660
23660,2016-03-15,20.1,25.1,2.2,2.4,4.1,E,46.0,E,E,24.0,28.0,81.0,80.0,1015.5,1013.8,6.0,7.0,23.6,22.8,Yes,Yes,23661
23661,2016-03-16,20.9,26.0,2.6,4.0,10.0,ENE,43.0,E,E,26.0,28.0,75.0,75.0,1015.3,1013.8,1.0,2.0,24.4,23.9,Yes,No,23662
23662,2016-03-17,21.1,26.2,0.6,5.0,9.8,NE,39.0,E,E,24.0,28.0,74.0,71.0,1014.9,1011.8,7.0,2.0,24.3,24.5,No,No,23663
23663,2016-03-18,21.6,25.8,0.0,5.6,2.2,E,44.0,ENE,ENE,22.0,22.0,77.0,84.0,1011.7,1009.2,7.0,8.0,24.6,23.5,No,Yes,23664
23664,2016-03-19,20.2,25.5,61.6,,1.2,,,ENE,E,28.0,30.0,92.0,84.0,1011.0,1009.3,7.0,7.0,23.1,23.9,Yes,Yes,23665
23665,2016-03-20,21.8,25.2,1.6,2.6,,E,54.0,E,E,30.0,24.0,78.0,86.0,1011.7,1009.0,6.0,7.0,24.6,24.0,Yes,,23666
23666,2016-03-21,21.2,24.1,,,0.0,ENE,70.0,ENE,ENE,39.0,41.0,90.0,94.0,1007.1,1003.5,8.0,8.0,23.4,22.9,,Yes,23667
23667,2016-03-22,19.5,25.5,156.8,,,NE,31.0,NW,SW,17.0,15.0,89.0,79.0,1005.6,1004.5,6.0,6.0,23.8,24.9,Yes,No,23668
23668,2016-03-23,22.0,25.7,0.0,3.0,9.6,SSW,43.0,SW,WSW,28.0,30.0,82.0,79.0,1007.8,1008.4,3.0,3.0,24.2,24.4,No,No,23669
23669,2016-03-24,20.4,25.4,0.0,5.0,10.7,WSW,31.0,WSW,WSW,17.0,19.0,69.0,68.0,1015.2,1013.6,1.0,2.0,23.7,24.2,No,No,23670
23670,2016-03-25,19.8,25.0,0.4,5.4,10.3,SSW,28.0,S,S,17.0,17.0,69.0,66.0,1015.8,1013.9,1.0,1.0,23.0,23.5,No,No,23671
23671,2016-03-26,18.2,24.7,0.0,5.0,9.8,WSW,30.0,SW,SSW,9.0,19.0,65.0,71.0,1015.6,1014.0,2.0,3.0,22.8,23.1,No,No,23672
23672,2016-03-27,18.5,24.9,0.0,4.0,10.6,SSW,28.0,S,SSW,9.0,13.0,72.0,67.0,1015.7,1014.3,1.0,1.0,23.0,23.9,No,No,23673
23673,2016-03-28,18.0,25.0,0.0,4.4,9.9,E,30.0,ESE,SE,9.0,15.0,72.0,69.0,1017.8,1015.3,1.0,7.0,23.3,23.3,No,No,23674
23674,2016-03-29,19.5,26.3,0.0,4.0,10.3,E,37.0,E,SE,24.0,22.0,75.0,76.0,1017.5,1016.0,1.0,2.0,24.4,23.8,No,No,23675
23675,2016-03-30,21.5,25.2,0.0,4.0,0.9,E,33.0,E,E,13.0,24.0,92.0,85.0,1017.7,1015.5,8.0,7.0,22.9,24.0,No,Yes,23676
23676,2016-03-31,22.0,26.0,10.6,3.8,8.3,NNE,39.0,NNE,NNE,20.0,19.0,88.0,82.0,1017.1,1014.9,7.0,5.0,24.0,24.7,Yes,No,23677
23677,2016-04-01,23.1,27.3,0.0,2.8,8.4,NNE,37.0,NNE,NNW,28.0,11.0,83.0,74.0,1017.1,1015.9,5.0,5.0,24.6,26.2,No,Yes,23678
23678,2016-04-02,21.5,26.5,3.8,4.4,4.6,ENE,20.0,SSE,ESE,9.0,7.0,91.0,91.0,1019.2,1017.7,7.0,7.0,23.4,23.8,Yes,Yes,23679
23679,2016-04-03,20.7,26.3,3.8,3.2,8.9,ENE,28.0,ENE,NE,17.0,15.0,80.0,74.0,1019.3,1017.0,3.0,4.0,24.6,25.0,Yes,Yes,23680
23680,2016-04-04,20.3,24.0,23.6,7.4,0.9,SE,39.0,ESE,SE,13.0,22.0,92.0,82.0,1017.2,1014.8,7.0,7.0,22.1,21.8,Yes,Yes,23681
23681,2016-04-05,20.1,23.7,1.8,1.8,6.4,SE,50.0,ESE,ESE,24.0,22.0,58.0,59.0,1017.6,1015.8,4.0,7.0,22.3,22.0,Yes,No,23682
23682,2016-04-06,18.4,23.8,0.2,6.2,7.1,SE,44.0,ESE,ESE,22.0,24.0,57.0,56.0,1018.3,1016.7,7.0,1.0,21.5,22.0,No,No,23683
23683,2016-04-07,19.5,25.2,0.6,4.6,8.4,ESE,39.0,E,E,22.0,17.0,77.0,64.0,1019.5,1018.2,4.0,3.0,22.6,22.9,No,No,23684
